key,iea_ref,row_id,name,sector,country,register_class,iea_status,dropped_from_benchmark,capacity_value,capacity_unit,stop_event,perimeter_clause,rungs_passed,unread,site_result,site_searched,site_source,site_speaker,site_date,site_precision,site_note,capacity_result,capacity_searched,capacity_source,capacity_speaker,capacity_date,capacity_precision,capacity_note,fid_result,fid_searched,fid_source,fid_speaker,fid_date,fid_precision,fid_note,funding_result,funding_searched,funding_source,funding_speaker,funding_date,funding_precision,funding_note,start_result,start_searched,start_source,start_speaker,start_date,start_precision,start_note,input_result,input_searched,input_source,input_speaker,input_date,input_precision,input_note,input_provisional,as_of
iea:596,596,engie-hynetherlands-eemshaven,HyNetherlands 2nd phase,clean,NL,admitted,Feasibility study,,100,MW_input,,,0,false,not_searched,false,https://www.hynetherlands.nl/en/project/,"HyNetherlands (ENGIE, OCI, EEW)",2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.hynetherlands.nl/en/project/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.hynetherlands.nl/en/project/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.hynetherlands.nl/en/project/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:605,605,,Green Crane Pais Vasco Hub,clean,ESP,none found,Feasibility study,,25.988,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:607,607,,La Robla,clean,ESP,named not admitted,Feasibility study,,48.51093333,ktH2Y,,,0,false,not_searched,false,https://www.naturgy.com/notas-de-prensa/naturgy-y-enagas-renovable-presentan-en-la-robla-la-futura-planta-de-hidrogeno-renovable-cuya-capacidad-de-produccion-se-multiplicara-hasta-280-mw/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:710,710,,Port Jerome,clean,FRA,perimeter exclusion,Operational,,38.982,ktH2Y,,blue,0,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",false,2023-10-31
iea:771,771,shell-holland-hydrogen-1,Holland Hydrogen - phase 1,clean,NL,admitted,FID/Construction,,200,MW_input,,,2,false,not_searched,false,https://www.shell.nl/about-us/what-we-do/waterstof/_jcr_content/root/main/section_1793187481/call_to_action/links/item0.stream/1750150411678/bc686db41e4e2aff092b4ae379a466326fd5626d/250513_HH1-leaflet_v43.pdf,Shell Nederland,2025-05-13,day,"as of 2023-10-31: the document cited is dated 2025-05-13, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.shell.nl/about-us/what-we-do/waterstof/_jcr_content/root/main/section_1793187481/call_to_action/links/item0.stream/1750150411678/bc686db41e4e2aff092b4ae379a466326fd5626d/250513_HH1-leaflet_v43.pdf,owner,2025-05-13,day,"as of 2023-10-31: the document cited is dated 2025-05-13, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.shell.nl/about-us/what-we-do/waterstof/_jcr_content/root/main/section_1793187481/call_to_action/links/item0.stream/1750150411678/bc686db41e4e2aff092b4ae379a466326fd5626d/250513_HH1-leaflet_v43.pdf,owner,2025-05-13,day,"as of 2023-10-31: the document cited is dated 2025-05-13, after the cut-off, so this rung was pass on evidence that did not exist yet",pass,true,https://ec.europa.eu/competition/state_aid/cases1/202427/SA_64650_439.pdf,European Commission,2022-09-21,day,IPCEI Hy2Use (SA.64650) names 'SHELL Nederland B.V.'; matched on a document naming both,not_searched,false,https://www.shell.nl/about-us/what-we-do/waterstof/_jcr_content/root/main/section_1793187481/call_to_action/links/item0.stream/1750150411678/bc686db41e4e2aff092b4ae379a466326fd5626d/250513_HH1-leaflet_v43.pdf,company,2025-05-13,day,"as of 2023-10-31: the document cited is dated 2025-05-13, after the cut-off, so this rung was pass on evidence that did not exist yet",pass,true,https://www.thyssenkrupp-nucera.com/newsroom/news-press-releases/thyssenkrupp-to-install-200-mw-green-hydrogen-facility-for-shell-in-port-of-rotterdam,supplier,2022-01-13,day,equipment_order at firmness contract,true,2023-10-31
iea:807,807,airliquide-normandhy-port-jerome,Normand’Hy - Air Liquide ,clean,FR,admitted,FID/Construction,,200,MW_input,,,4,false,not_searched,false,https://normandhy.airliquide.com/en,owner,2026-09-09,day,"as of 2023-10-31: the document cited is dated 2026-09-09, after the cut-off, so this rung was pass on evidence that did not exist yet",pass,true,https://www.airliquide.com/group/press-releases-news/2023-09-14/air-liquide-takes-further-step-developing-hydrogen-sector-france,owner,2023-09-14,day,200 MW_input as stated,pass,true,https://www.airliquide.com/group/press-releases-news/2023-09-14/air-liquide-takes-further-step-developing-hydrogen-sector-france,owner,2023-09-14,day,status_to fid,not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",pass,true,https://www.airliquide.com/group/press-releases-news/2023-09-14/air-liquide-takes-further-step-developing-hydrogen-sector-france,company,2023-09-14,day,production_start 2026-H2 at half precision,pass,true,"https://www.siemens-energy.com/global/en/home/press-releases/250,000-tons-less-CO2-thanks-to-renewable-hydrogen.html",supplier,2023-09-15,day,equipment_order at firmness contract,true,2023-10-31
iea:819,819,hycc-h2ermes-ijmuiden,H2ermes,clean,NL,admitted,Feasibility study,,100,MW_input,,,1,false,not_searched,false,https://ipcei.observatory.clean-hydrogen.europa.eu/hycc-h2ermes-nl30,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://ipcei.observatory.clean-hydrogen.europa.eu/hycc-h2ermes-nl30,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://ipcei.observatory.clean-hydrogen.europa.eu/hycc-h2ermes-nl30,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",pass,true,https://ec.europa.eu/competition/state_aid/cases1/202427/SA_64650_439.pdf,European Commission,2022-09-21,day,IPCEI Hy2Use (SA.64650) names 'H2ermes B.V. (HyCC)'; matched on identifier,not_searched,false,https://ipcei.observatory.clean-hydrogen.europa.eu/hycc-h2ermes-nl30,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
iea:827,827,,"Shell heavy residue gasification CCU - Pernis refinery (in 2027, the CCU project will become CCUS - ref1323 - once Porthos project is available)",clean,NLD,perimeter exclusion,Operational,,100,ktH2Y,,blue,0,false,not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",not_searched,false,sources/report_benchmark_gap.py,eufabric perimeter,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was not_searched on evidence that did not exist yet",false,2023-10-31
iea:830,830,,Nemo Hydrogen Project,clean,GRC,none found,Concept,,17.32533333,ktH2Y,,,0,false,not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_gap_search.json,eufabric search,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",false,2023-10-31
iea:844,844,,Curthyl,clean,NLD,unread,Feasibility study,,34.65066667,ktH2Y,,,0,true,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,unread,true,,,,,company source unreadable; queued for a browser pass,false,2023-10-31
iea:859,859,smartenergy-orangebat-onda,Orange-BAT Puerto Valencia,clean,ES,admitted,Concept,,100,MW_input,,,0,false,not_searched,false,https://www.smartenergy.net/orange-bat-is-the-first-green-hydrogen-project-to-obtain-the-iea-in-the-valencian-community/,Smartenergy Group,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.smartenergy.net/orange-bat-is-the-first-green-hydrogen-project-to-obtain-the-iea-in-the-valencian-community/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was pass on evidence that did not exist yet",not_searched,false,https://www.smartenergy.net/orange-bat-is-the-first-green-hydrogen-project-to-obtain-the-iea-in-the-valencian-community/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/hydrogen_funder_pass.json,eufabric funder pass,2026-09-17,day,"as of 2023-10-31: the document cited is dated 2026-09-17, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,https://www.smartenergy.net/orange-bat-is-the-first-green-hydrogen-project-to-obtain-the-iea-in-the-valencian-community/,owner,2026-09-10,day,"as of 2023-10-31: the document cited is dated 2026-09-10, after the cut-off, so this rung was fail on evidence that did not exist yet",not_searched,false,sources/edges.json,eufabric dependency sweep,2026-09-11,day,"as of 2023-10-31: the document cited is dated 2026-09-11, after the cut-off, so this rung was fail on evidence that did not exist yet",true,2023-10-31
